# id,course_code,course_title,course_credit,prerequisite,exclusion,corequisite

797,LIFS 3010,Molecular and Cellular Biology I,3 Credit(s),LIFS 2210 and LIFS 2220,"",""
798,LIFS 3020,Molecular and Cellular Biology II,3 Credit(s),LIFS 2040 AND LIFS 2210 AND LIFS 2220,"",""
799,LIFS 3040,Animal Physiology,3 Credit(s),LIFS 2040,"",""
800,LIFS 3060,Microbiology,3 Credit(s),"","",LIFS 2040 OR LIFS 2060
802,LIFS 3110,Biotechnological Application of Recombinant DNA Techniques,3 Credit(s),LIFS 2040 AND LIFS 2210,LIFS 3120,"(for BIOT, BIBU and BTGBM students) LANG 3014"
803,LIFS 3120,Molecular Biology Techniques,4 Credit(s),LIFS 2210 with grade C+ or above,"LIFS 3110, LIFS 3210",""
804,LIFS 3130,Marine Biology,3 Credit(s),"","",""
805,LIFS 3140,General Genetics,4 Credit(s),LIFS 2040 OR LIFS 2210,"",""
806,LIFS 3150,Biostatistics,3 Credit(s),"","IELM 2510, ISOM 2500, MATH 2411",""
807,LIFS 3160,Ecology,3 Credit(s),"","",""
808,LIFS 3210,Principles of Recombinant DNA Technology,1 Credit(s),LIFS 2040 AND LIFS 2210,LIFS 3120,""
809,LIFS 3220,Animal Physiology Laboratory,3 Credit(s),LIFS 2040,"",(for BISC students) LANG 3014 AND LIFS 3040; (for other students) LIFS 3040
810,LIFS 3240,Introduction to Neurobiology,3 Credit(s),LIFS 2040,"",""
811,LIFS 3260,Microbiology Laboratory,3 Credit(s),"","",(for BISC students) LANG 3014 AND LIFS 3060; (for other students) LIFS 3060
812,LIFS 3330,Marine Biology Laboratory,3 Credit(s),"","",LIFS 3130
813,LIFS 3510,Junior Research Project I,2 Credit(s),LIFS 2040 and LIFS 2240,"",""
814,LIFS 3520,Junior Research Project II,2 Credit(s),LIFS 3510 OR SCIE 3500,"",""
815,LIFS 3530,Molecular Genetics Research Project III,2 Credit(s),LIFS 3510 and LIFS 3520,"",""
816,LIFS 4060,Immunobiology,3 Credit(s),"LIFS 2040/2210, and LIFS 3140","",""
817,LIFS 4090,Developmental Biology,3 Credit(s),LIFS 2040,"",""
818,LIFS 4140,Cancer Biology,3 Credit(s),LIFS 3020 OR LIFS 3030 (prior to 2016-17) OR LIFS 3140,"",""
819,LIFS 4150,Plant Biotechnology,3 Credit(s),LIFS 2040,"",""
820,LIFS 4170,Advanced Molecular Genetics,3 Credit(s),LIFS 3030 (prior to 2016-17) OR LIFS 3110 OR LIFS 3120,"",""
821,LIFS 4190,Advanced Cell Biology,3 Credit(s),LIFS 3020 or LIFS 3030 (prior to 2016-17),"",""
822,LIFS 4200,Concepts and Issues in Contemporary Biotechnology,3 Credit(s),CENG 1600 OR LIFS 2040,"",""
823,LIFS 4360,Aquaculture Biotechnology,3 Credit(s),LIFS 2040 OR LIFS 2060,"",""
824,LIFS 4370,Human Genetics and Personalized Medicine,3 Credit(s),LIFS 2210 OR LIFS 3140,"",""
825,LIFS 4380,Pharmacology and Toxicology,3 Credit(s),LIFS 2040,"",""
826,LIFS 4540,Structure and Function of Proteins,3 Credit(s),LIFS 2210,"",""
827,LIFS 4550,Biochemistry of Nutrition,3 Credit(s),"","",""
828,LIFS 4580,Bioinformatics,3 Credit(s),"","",""
829,LIFS 4620,Advanced Biological Chemistry,3 Credit(s),LIFS 2040 OR LIFS 2210,"",""
830,LIFS 4630,Advanced Topics in Biotechnology,3 Credit(s),LIFS 2040,"",""
831,LIFS 4760,Biochemistry of Diseases,3 Credit(s),LIFS 1901 OR LIFS 1902 OR LIFS 2040 OR LIFS 2210,"",""
832,LIFS 4800,Epigenetics and Chromosome Biology,3 Credit(s),LIFS 2210,"",""
833,LIFS 4820,Entrepreneurship in Biotechnology,3 Credit(s),"","",""
834,LIFS 4910,Independent Study,1-4 Credit(s),"","",""
835,LIFS 4950,Neurochemistry,3 Credit(s),LIFS 2040,"",""
836,LIFS 4960,Biological Science Capstone Project,3 Credit(s),"","",LANG 4014
837,LIFS 4961,Biochemistry and Cell Biology Capstone Project,3 Credit(s),"","",LANG 4014
838,LIFS 4963,Biotechnology Capstone Project,3 Credit(s),"","",LANG 4014
839,LIFS 4970,Biological Science Project Research I,3 Credit(s),"","",""
840,LIFS 4971,Biochemistry and Cell Biology Project Research I,3 Credit(s),"","",""
841,LIFS 4972,Biomedical Sciences Research Project I,3 Credit(s),"","LIFS 4971, LIFS 4970, CHEM 4680",""
842,LIFS 4973,Biotechnology Project Research I,3 Credit(s),LIFS 3110,"",""
843,LIFS 4980,Biological Science Project Research II,4 Credit(s),LIFS 4970,"",LANG 4017 OR LANG 4014
844,LIFS 4981,Biochemistry and Cell Biology Project Research II,4 Credit(s),LIFS 4971 OR SCIE 4500,"",LANG 4014
845,LIFS 4982,Biomedical Sciences Research Project II,3 Credit(s),LIFS 4972,"CHEM 4688, LIFS 4980, LIFS 4981",""
846,LIFS 4983,Biotechnology Project Research II,4 Credit(s),LIFS 4973 OR SCIE 4500,"",LANG 4015
847,MARK 1220,Marketing and Society,3 Credit(s),"","",""
848,MARK 1230,Consumerism and Happiness,3 Credit(s),"","",""
849,MARK 1330,Communications in the Digital Era,3 Credit(s),"","",""
850,MARK 2120,Marketing Management,3 Credit(s),"","",""
851,MARK 3220,Marketing Research,4 Credit(s),MARK 2120,"",""
852,MARK 3410,Promotion and Advertising Management,4 Credit(s),MARK 2120,"",""
853,MARK 3420,Consumer Behavior,4 Credit(s),MARK 2120,"",""
854,MARK 3430,Global Marketing,4 Credit(s),MARK 2120,"",""
855,MARK 3450,Analytical Techniques for Product Marketing,4 Credit(s),MARK 2120,"",""
856,MARK 3460,Retailing,4 Credit(s),MARK 2120,"",""
857,MARK 3470,Services Marketing,4 Credit(s),MARK 2120,ISOM 3740,""
858,MARK 3480,Pricing Strategy,4 Credit(s),MARK 2120,"",""
859,MARK 3510,Business to Business Marketing,4 Credit(s),MARK 2120,"",""
860,MARK 3520,Competitive Positioning,4 Credit(s),MARK 2120,"",MARK 3220 AND MARK 3420
861,MARK 4210,Strategic Marketing,4 Credit(s),"MARK 2120, MARK 3220 and MARK 3420","",""
862,MARK 4290,Special Topics,0-4 Credit(s),MARK 2120,"",""
863,MARK 4450,Brand Management,4 Credit(s),MARK 2120,"",""
864,MARK 4980,Independent Study,2-4 Credit(s),"","",""
865,MATH 1003,Calculus and Linear Algebra,3 Credit(s),"","Level 5* or above in HKDSE Mathematics Extended Module M1 or M2; grade B or above in HKCEE Additional Mathematics, a passing grade in AS Mathematics and Statistics, AL/AS Applied Mathematics, or in AL Pure Mathematics; MATH 1013; MATH 1014; MATH 1018 (prior to 2013-14); MATH 1020; MATH 1023; MATH 1024",""
866,MATH 1012,Calculus IA,4 Credit(s),"","Level 3 or above in HKDSE Mathematics Extended Module M1 or M2; AL Pure Mathematics; AL Applied Mathematics; MATH 1003, MATH 1013, MATH 1014, MATH 1018 (prior to 2013-14), MATH 1020, MATH 1023, MATH 1024",""
867,MATH 1013,Calculus IB,3 Credit(s),Level 3 or above in HKDSE Mathematics Extended Module M1/M2,"AL Pure Mathematics; AL Applied Mathematics; MATH 1003, MATH 1012, MATH 1014, MATH 1018 (prior to 2013-14), MATH 1020, MATH 1023, MATH 1024",""
868,MATH 1014,Calculus II,3 Credit(s),MATH 1012 OR MATH 1013 OR MATH 1023 OR grade A- or above in MATH 1003,"AL Pure Mathematics; AL Applied Mathematics; MATH 1018 (prior to 2013-14), MATH 1020, MATH 1024",""
910,MATH 4141,Number Theory and Applications,3 Credit(s),MATH 2131,"",(for students without prerequisites) MATH 3121
869,MATH 1020,Accelerated Calculus,4 Credit(s),Level 5* or 5** in HKDSE Mathematics Extended Module M2,"A passing grade in AL Applied Mathematics / AL Pure Mathematics; MATH 1013, MATH 1014, MATH 1018 (prior to 2013-14), MATH 1023, MATH 1024",""
870,MATH 1023,Honors Calculus I,3 Credit(s),Level 5 or above in HKDSE Mathematics Extended Module M2,"AL Pure Mathematics; AL Applied Mathematics; MATH 1003, MATH 1012, MATH 1013, MATH 1014, MATH 1018 (prior to 2013-14), MATH 1020",""
871,MATH 1024,Honors Calculus II,3 Credit(s),MATH 1012 OR MATH 1013 OR MATH 1023,"AL Pure Mathematics; AL Applied Mathematics; MATH 1003, MATH 1014, MATH 1018 (prior to 2013-14), MATH 1020",""
872,MATH 1701,Introductory Topics in Mathematical Sciences,1-4 Credit(s),"","",""
873,MATH 2011,Introduction to Multivariable Calculus,3 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; OR MATH 1014; OR MATH 1018 (prior to 2013-14); OR MATH 1020; OR MATH 1024,"MATH 2010 (prior to 2013-14), MATH 2021 (prior to 2013-14), MATH 2023",""
874,MATH 2023,Multivariable Calculus,4 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"MATH 2010 (prior to 2013-14), MATH 2011, MATH 2021 (prior to 2013-14)",""
875,MATH 2033,Mathematical Analysis,4 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"MATH 2031 (prior to 2013-14), MATH 2043",""
876,MATH 2043,Honors Mathematical Analysis,4 Credit(s),Grade A in AL Pure Mathematics; or grade A- or above in MATH 1014/MATH 1018 (prior to 2013-14)/MATH 1020/MATH 1024,"MATH 2033, MATH 2031 (prior to 2013-14)",""
877,MATH 2111,Matrix Algebra and Applications,3 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"MATH 2121, MATH 2131, MATH 2350",""
878,MATH 2121,Linear Algebra,4 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"MATH 2111, MATH 2131, MATH 2350",""
879,MATH 2131,Honors in Linear and Abstract Algebra I,4 Credit(s),Grade A in AL Pure Mathematics; or grade A- or above in MATH 1014/MATH 1018 (prior to 2013-14)/MATH 1020/MATH 1024,"MATH 2111, MATH 2121, MATH 2350",""
880,MATH 2343,Discrete Structures,4 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; or MATH 1014; or MATH 1018 (prior to 2013-14); or MATH 1020; or MATH 1024,"COMP 2711, COMP 2711H",""
881,MATH 2350,Applied Linear Algebra and Differential Equations,3 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"MATH 2111, MATH 2121, MATH 2131, MATH 2351, MATH 2352",""
882,MATH 2351,Introduction to Differential Equations,3 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics; OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"MATH 2350, MATH 2352",""
883,MATH 2352,Differential Equations,4 Credit(s),MATH 2111 OR MATH 2121 OR MATH 2131,"MATH 2350, MATH 2351",""
884,MATH 2411,Applied Statistics,4 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"IELM 2510, ISOM 2500, LIFS 3150",""
885,MATH 2421,Probability,4 Credit(s),IELM 2510 OR ISOM 2500 OR LIFS 3150 OR MATH 2411,"MATH 2431, ELEC 2600, ELEC 2600H, ISOM 3540",MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023
886,MATH 2431,Honors Probability,4 Credit(s),Grade A- or above in (IELM 2510 OR ISOM 2500 OR LIFS 3150 OR MATH 2411),"ELEC 2600, ELEC 2600H, ISOM 3540, MATH 2421",MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023
887,MATH 2511,Fundamentals of Actuarial Mathematics,3 Credit(s),MATH 1003 OR MATH 1014 OR MATH 1020 OR MATH 1024,"",""
888,MATH 2721,Concepts in Mathematics,2 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"",""
889,MATH 2731,Mathematical Problem Solving,3 Credit(s),A passing grade in AL Pure Mathematics/AL Applied Mathematics; OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"",""
890,MATH 2741,Geometric Constructions,3 Credit(s),MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024 OR AL Applied Mathematics / AL Pure Mathematics,"",""
891,MATH 3033,Real Analysis,4 Credit(s),(MATH 2010 (prior to 2013-14) / MATH 2011 / MATH 2021 (prior to 2013-14) / MATH 2023) AND (MATH 2031 (prior to 2013-14) / MATH 2033 / MATH 2043) AND (MATH 2111 / MATH 2121 / MATH 2131 / MATH 2350),MATH 3043,""
892,MATH 3043,Honors Real Analysis,4 Credit(s),Grade A- or above in MATH 2043,MATH 3033,""
893,MATH 3121,Abstract Algebra,3 Credit(s),MATH 2111/MATH 2121/MATH 2131/MATH 2350,MATH 3131,""
894,MATH 3131,Honors in Linear and Abstract Algebra II,4 Credit(s),Grade B- or above in MATH 2131,"",""
895,MATH 3311,Introduction to Numerical Methods,3 Credit(s),"","MATH 3312, MECH 4740, PHYS 3142",MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023 OR MATH 3043
896,MATH 3312,Numerical Analysis,3 Credit(s),(COMP 1002 (prior to 2013-14) / COMP 1004 (prior to 2013-14) / COMP 1021 / COMP 1022P / COMP 1022Q) AND (MATH 2111 / MATH 2121 / MATH 2131 / MATH 2350) AND (MATH 2031 / MATH 2033 / MATH 2043),"MATH 3311, MECH 4740, PHYS 3142",""
897,MATH 3322,Matrix Computation,3 Credit(s),MATH 2121,"",""
898,MATH 3332,Data Analytic Tools,3 Credit(s),MATH 2023 AND MATH 2121,"",""
899,MATH 3343,Combinatorial Analysis,3 Credit(s),MATH 2721; or MATH 2121/MATH 2111/MATH 2350/MATH 2131; or MATH 2343/COMP 2711,"",""
900,MATH 3423,Statistical Inference,3 Credit(s),MATH 2421 OR MATH 2431,"",""
901,MATH 3424,Regression Analysis,3 Credit(s),MATH 3423,ISOM 5520,""
902,MATH 3425,Stochastic Modeling,3 Credit(s),MATH 2421 OR MATH 2431,"",""
903,MATH 3426,Sampling,3 Credit(s),MATH 2411,"",""
904,MATH 4023,Complex Analysis,3 Credit(s),(MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023 OR MATH 3043) AND (MATH 2031 (prior to 2013-14) OR MATH 2033 OR MATH 2043),"",""
905,MATH 4033,Calculus on Manifolds,3 Credit(s),MATH 3043/MATH 3033,"",""
906,MATH 4051,Theory of Ordinary Differential Equations,3 Credit(s),(MATH 2350 OR MATH 2351 OR MATH 2352) AND (MATH 3033 OR MATH 3043),"",""
907,MATH 4052,Partial Differential Equations,3 Credit(s),MATH 2010 (prior to 2013-14)/MATH 2011/MATH 2021 (prior to 2013-14)/MATH 2023/MATH 3043 and MATH 2111/MATH 2121/MATH 2131/MATH 2350 and MATH 2350/MATH 2351/MATH 2352,"",""
908,MATH 4061,Topics in Modern Analysis,2 Credit(s),MATH 3043 or MATH 3033,"",""
909,MATH 4063,Functional Analysis,2 Credit(s),MATH 4061,"",""
911,MATH 4151,Introduction to Lie Groups,3 Credit(s),(MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023 OR MATH 3043) AND (MATH 2111 OR MATH 2121 OR MATH 2131 OR MATH 2350),"",""
912,MATH 4221,Euclidean and Non-Euclidean Geometries,3 Credit(s),MATH 2031 (prior to 2013-14) OR MATH 2033 OR MATH 2043 OR MATH 2111 OR MATH 2121 OR MATH 2131 OR MATH 2350 OR MATH 2721,"",""
913,MATH 4223,Differential Geometry,3 Credit(s),MATH 2011/MATH 2021 (prior to 2013-14)/MATH 2023/MATH 3043 and MATH 2121/MATH 2131,"",""
914,MATH 4225,Topology,3 Credit(s),MATH 2031 (prior to 2013-14)/MATH 2033/MATH 2043,"",""
915,MATH 4321,Game Theory,3 Credit(s),(MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023 OR MATH 3043) AND (MATH 2111 OR MATH 2121 OR MATH 2131 OR MATH 2350),"ECON 4124, SOSC 1410 (prior to 2014-15)",""
916,MATH 4326,Introduction to Fluid Dynamics,3 Credit(s),MATH 4052,"CIVL 2510, CIVL 3520, MECH 2210",""
917,MATH 4333,Mathematical Biology,3 Credit(s),MATH 2121/MATH 2111/MATH 2131 and MATH 2351/MATH 2352; or MATH 2350,"",""
918,MATH 4335,Introduction to Optimization,3 Credit(s),(MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023) AND (MATH 2111 OR MATH 2121 OR MATH 2131),"",""
919,MATH 4336,Introduction to Mathematics of Image Processing,3 Credit(s),MATH 2011/MATH 2021 (prior to 2013-14)/MATH 2023 and [MATH 2350 or (MATH 2111/MATH 2121/MATH 2131 and MATH 2351/MATH 2352)],"COMP 4421, ELEC 4130",""
920,MATH 4351,Numerical Solutions of Partial Differential Equations,3 Credit(s),MATH 2350/MATH 2351/MATH 2352 and MATH 3311/MATH 3312 and MATH 4052,"",""
921,MATH 4422,Data Analysis,3 Credit(s),MATH 2411/MATH 3423 and MATH 3424,"",""
922,MATH 4423,Nonparametric Statistics,3 Credit(s),MATH 2411,"",""
923,MATH 4424,Multivariate Analysis,3 Credit(s),MATH 3423 and MATH 3424,ISOM 5530,""
924,MATH 4425,Introductory Time Series,3 Credit(s),MATH 3423 and MATH 3424,"",""
925,MATH 4426,Survival Analysis,3 Credit(s),MATH 3423,"",""
926,MATH 4427,Loss Models and Credibility Theory,3 Credit(s),(ELEC 2600 OR ISOM 3540 OR MATH 2421 OR MATH 2431) AND (MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023) AND MATH 2511,"",""
927,MATH 4432,Statistical Machine Learning,3 Credit(s),(COMP 1021 OR COMP 1022P OR COMP 1022Q) AND (IELM 2510 OR ISOM 2500 OR LIFS 3150 OR MATH 2411 OR MATH 2421 OR MATH 2431),"",""
928,MATH 4511,Quantitative Methods for Fixed Income Derivatives,3 Credit(s),(MATH 2010 (prior to 2013-14) / MATH 2011 / MATH 2021 (prior to 2013-14) / MATH 2023) AND (MATH 2111 / MATH 2121 / MATH 2131 / MATH 2350) AND (IELM 2510 / ISOM 2500 / LIFS 3150 / MATH 2411) AND (FINA 2203 / FINA 2303),"",""
929,MATH 4512,Fundamentals of Mathematical Finance,3 Credit(s),(MATH 2010 (prior to 2013-14) / MATH 2011 / MATH 2021 (prior to 2013-14) / MATH 2023) AND (MATH 2111 / MATH 2121 / MATH 2131 / MATH 2350) AND (IELM 2510 / ISOM 2500 / LIFS 3150 / MATH 2411) AND (FINA 2203 / FINA 2303),"",""
930,MATH 4513,Life Contingencies Models and Insurance Risk,3 Credit(s),ELEC 2600 OR ISOM 3540 OR MATH 2421 OR MATH 2431,"",""
931,MATH 4514,Financial Economics in Actuarial Science,3 Credit(s),(MATH 2421 OR MATH 2431) AND MATH 2511,"FINA 3203, FINA 3203H",""
932,MATH 4821,Special Topics,1-4 Credit(s),"","",""
933,MATH 4822,Special Topics in Pure Mathematics,1-4 Credit(s),"","",""
934,MATH 4823,Special Topics in Applied Mathematics,1-4 Credit(s),"","",""
935,MATH 4824,Special Topics in Statistics and Financial Mathematics,1-4 Credit(s),"","",""
936,MATH 4825,Special Topics in Actuarial Mathematics,3 Credit(s),"","",""
937,MATH 4921,Student Seminars,1-3 Credit(s),A passing grade in AL Pure Mathematics / AL Applied Mathematics OR MATH 1014 OR MATH 1018 (prior to 2013-14) OR MATH 1020 OR MATH 1024,"",""
938,MATH 4981-4982,Independent Study,1-3 Credit(s),"","",""
939,MATH 4990,Undergraduate Project,2-3 Credit(s),MATH 4982,"",""
940,MATH 4991,Capstone Project in Pure Mathematics,3 Credit(s),MATH 3121,"MATH 4992, MATH 4993, MATH 4994, MATH 4999",LANG 3011
941,MATH 4992,Capstone Project in Applied Mathematics,3 Credit(s),MATH 3312,"MATH 4991, MATH 4993, MATH 4994, MATH 4999",LANG 3011
942,MATH 4993,Capstone Project in Statistics,3 Credit(s),MATH 3424,"MATH 4991, MATH 4992, MATH 4994, MATH 4999",LANG 3011
943,MATH 4994,Capstone Project in Mathematics and Economics,3 Credit(s),"","MATH 4991, MATH 4992, MATH 4993, MATH 4999",LANG 3010 OR LABU 2040
944,MATH 4999,Independent Capstone Project,3 Credit(s),"","MATH 4991, MATH 4992, MATH 4993, MATH 4994",LANG 3010 OR LANG 3011
945,MECH 1020,Academic and Professional Development I,0 Credit(s),"","",""
946,MECH 1030,Academic and Professional Development II,0 Credit(s),"","",""
947,MECH 1901,Automotive Engineering,3 Credit(s),"","",""
948,MECH 1902,Energy Systems in a Sustainable World,3 Credit(s),"","",""
949,MECH 1905,Buildings for Contemporary Living,3 Credit(s),"","",""
950,MECH 1906,Mechanical Engineering for Modern Life,3 Credit(s),"","",""
951,MECH 1907,Introduction to Aerospace Engineering,3 Credit(s),"","",""
952,MECH 1990,Industrial Training,0 Credit(s),"","",""
953,MECH 2020,Statics and Dynamics,3 Credit(s),(MATH 1012 OR MATH 1013 OR MATH 1020 OR MATH 1023) AND (PHYS 1111 OR PHYS 1112 OR PHYS 1312),CIVL 2110,""
954,MECH 2040,Solid Mechanics I,3 Credit(s),MECH 2020,CIVL 2120,""
955,MECH 2210,Fluid Mechanics,3 Credit(s),(MATH 2011 OR MATH 2023) AND MECH 2310,"CENG 2220, CIVL 2510, MATH 4326",""
956,MECH 2310,Thermodynamics,3 Credit(s),MATH 1012 OR MATH 1013 OR MATH 1020 OR MATH 1023,"",""
957,MECH 2410,Engineering Materials I,3 Credit(s),"",PHYS 3040,""
958,MECH 2520,Design and Manufacturing I,3 Credit(s),"","",""
959,MECH 2907,Mechatronic Design and Prototyping,3 Credit(s),MECH 2520,"",""
960,MECH 3020,Solid Mechanics II,3 Credit(s),MECH 2040,"",""
961,MECH 3030,Mechanisms of Machinery,3 Credit(s),MECH 2020,"",""
962,MECH 3300,Energy Conversion,3 Credit(s),MECH 2310,"",""
963,MECH 3310,Heat Transfer,3 Credit(s),MECH 2210 AND MECH 2310,"",""
964,MECH 3420,Engineering Materials II,3 Credit(s),MECH 2410,"",""
965,MECH 3510,CAD/CAM,3 Credit(s),"","",""
966,MECH 3520,Design and Manufacturing II,3 Credit(s),MECH 2520,"",""
967,MECH 3610,Control Principles,3 Credit(s),"",ELEC 3200,""
968,MECH 3620,Aircraft Design,3 Credit(s),MECH 3640 AND MECH 3650,"",MECH 3660 AND MECH 3670
969,MECH 3630,Electrical Technology,3 Credit(s),"","",""
970,MECH 3640,Aerodynamics,3 Credit(s),CENG 2220 OR CIVL 2510 OR MECH 1907 OR MECH 2210,"",""
971,MECH 3650,Aircraft Structure,3 Credit(s),CIVL 2120 OR MECH 1907 OR MECH 2040,"",""
972,MECH 3660,Gas Turbines and Jet Propulsion,3 Credit(s),CENG 2210 OR MECH 1907 OR MECH 2310,"",""
973,MECH 3670,Aircraft Performance and Stability,3 Credit(s),CENG 2220 OR CIVL 2510 OR MECH 1907 OR MECH 2020 OR MECH 2210,"",""
974,MECH 3680,Avionics Systems,3 Credit(s),ELEC 2420 AND {COMP 1022P OR [(COMP 1021 OR COMP 1022Q OR COMP 2011) AND COMP 1029J ]},"",""
975,MECH 3690,Aerospace Engineering Laboratory,3 Credit(s),"","",LANG 4034 AND (MECH 3640 OR MECH 3650 OR MECH 3660 OR MECH 3670 OR MECH 3680)
976,MECH 3710,Manufacturing Processes and Systems,3 Credit(s),MECH 2410,"",""
977,MECH 3830,Laboratory,3 Credit(s),"","",LANG 4034
978,MECH 4000,Special Topics,3 Credit(s),"","",""
979,MECH 4010,Materials Failure in Mechanical Applications,3 Credit(s),MECH 2410,"",""
980,MECH 4100,Experiential Projects in Aerospace Engineering,3 Credit(s),MECH 1907 OR (MECH 2020 AND MECH 2310),"",""
981,MECH 4110,Materials for Energy Technologies,3 Credit(s),MECH 2410,"",""
982,MECH 4340,Air Conditioning Systems,3 Credit(s),MECH 3310,"",""
983,MECH 4350,Indoor Air Quality in Buildings,3 Credit(s),MECH 2310,"IBTM 5430, JEVE 5350",""
984,MECH 4360,Introduction to Intelligent Building Systems,3 Credit(s),MECH 2310 and MECH 3610,"",""
985,MECH 4430,Materials Characterization,3 Credit(s),MECH 2410 and MECH 3420,"",""
986,MECH 4450,Introduction to Finite Element Analysis,3 Credit(s),MECH 2040,"",""
987,MECH 4710,Introduction to Robotics,3 Credit(s),MECH 2020,"",""
988,MECH 4720,Introduction to Precision Engineering,3 Credit(s),MECH 2520,"",""
989,MECH 4740,Numerical Methods in Engineering,3 Credit(s),(MATH 1014 OR MATH 1020 OR MATH 1024) AND (COMP 1002 (prior to 2013-14) OR COMP 1021 OR COMP 1022P OR COMP 1022Q),"MATH 3311, MATH 3312",""
990,MECH 4750,Mechanical Vibration,3 Credit(s),MECH 2020 AND MECH 2040,CIVL 4330,""
991,MECH 4820,Flight Mechanics,3 Credit(s),MECH 2210,"",""
992,MECH 4850,Vibration and Acoustics,3 Credit(s),(MATH 2010 (prior to 2013-14) OR MATH 2011 OR MATH 2021 (prior to 2013-14) OR MATH 2023) AND (MATH 2350 OR MATH 2351 OR MATH 2352) AND MECH 2020,"",""
993,MECH 4860,Aeroelasticity,3 Credit(s),MECH 3640 AND MECH 3650,"",""
994,MECH 4880,Combustion,3 Credit(s),MECH 2210 AND MECH 2310,"",""
995,MECH 4900,Final Year Design Project,6 Credit(s),"","",""
996,MECH 4910,Final Year Design Project,9 Credit(s),"","",""
997,MECH 4950,Co-op Program,3 Credit(s),"","",""
998,MECH 4980,Final Year Aerospace Design Project,6 Credit(s),"","",""
999,MECH 4990,Aerospace Research Project,6 Credit(s),"","",""
1000,MECH 4995,Research Project,6 Credit(s),"","",""
1001,MGMT 1110,Introduction to Management,3 Credit(s),"","",""
1002,MGMT 1120,Developing the Leader in You,3 Credit(s),"","",""
1003,MGMT 1130,Traps and Pitfalls in Judgment and Decision Making,3 Credit(s),"","",""
1004,MGMT 2010,Business Ethics and the Individual,2 Credit(s),"","",""
1005,MGMT 2110,Organizational Behavior,3 Credit(s),"","",""
1006,MGMT 2120,"Business, Society and the Individual",1 Credit(s),"","",""
1007,MGMT 2130,Business Ethics and Social Responsibility,2 Credit(s),(for non-BIBU students) MGMT 2010,"",""
1008,MGMT 3110,Human Resources Management,4 Credit(s),MGMT 2110,"",""
1009,MGMT 3120,Managerial Leadership,4 Credit(s),MGMT 2110,"",""
1010,MGMT 3130,Judgement and Decision Making in Organizations,4 Credit(s),MGMT 2110,"",""
1011,MGMT 3140,Negotiation,4 Credit(s),"","",""
1012,MGMT 3160,Environmental Business Strategies,3 Credit(s),MGMT 1110 OR MGMT 2110,ENVR 3310,""
1013,MGMT 3170,Managing CSR (Corporate Social Responsibility),3 Credit(s),"","",""
1014,MGMT 4000,Special Topics in Management,0-4 Credit(s),MGMT 2110,"",""
1015,MGMT 4010,Independent Study,1-4 Credit(s),"","",""
1016,MGMT 4210,Corporate Strategy,3 Credit(s),MGMT 2110,"",""
1017,MGMT 4220,Entrepreneurship and Small Business Studies,4 Credit(s),"","",""
1018,MGMT 4230,International Management,4 Credit(s),"","",""
1019,MGMT 4240,Strategic Management in China,4 Credit(s),"",MGMT 5480,""
